angle_T,area_T,depth_t,num_levels,wet,x_T,y_T,lon,lat,ocean_zone,starting_particle_depth
0,111644853.0550774,58,10,1,153.64999999999554,-25.450000000000077,153.64999389648437,-25.450000762939453,4,56.7180061340332
0,111644853.0550774,140,18,1,153.74999999999557,-25.450000000000077,153.75,-25.450000762939453,4,135
0,111737416.35366845,25.418200177417372,5,1,153.24999999999557,-25.350000000000076,153.25,-25.350000381469727,4,22.667020797729492
0,111737416.35366845,44.70497655442571,8,1,153.3499999999956,-25.350000000000076,153.35000610351562,-25.350000381469727,4,40.95497512817383
0,111737416.35366845,50,9,1,153.44999999999555,-25.350000000000076,153.4499969482422,-25.350000381469727,4,48.45497512817383
0,111737416.35366845,52.586492157413076,9,1,153.54999999999558,-25.350000000000076,153.5500030517578,-25.350000381469727,4,48.45497512817383
0,111737416.35366845,57.586492157413076,10,1,153.64999999999554,-25.350000000000076,153.64999389648437,-25.350000381469727,4,56.7180061340332
0,111737416.35366845,189,23,1,153.74999999999557,-25.350000000000076,153.75,-25.350000381469727,4,185
0,111829639.28071557,36.19369356097924,7,1,153.3499999999956,-25.250000000000075,153.35000610351562,-25.25,4,34.2180061340332
0,111829639.28071557,44.70497655442571,8,1,153.44999999999555,-25.250000000000075,153.4499969482422,-25.25,4,40.95497512817383
0,111829639.28071557,52,9,1,153.54999999999558,-25.250000000000075,153.5500030517578,-25.25,4,48.45497512817383
0,111829639.28071557,61.19369356097924,10,1,153.64999999999554,-25.250000000000075,153.64999389648437,-25.25,4,56.7180061340332
0,111921521.55528219,20.091205283766385,4,1,153.3499999999956,-25.150000000000073,153.35000610351562,-25.149999618530273,4,17.515390396118164
0,111921521.55528219,37.586492157413076,7,1,153.44999999999555,-25.150000000000073,153.4499969482422,-25.149999618530273,4,34.2180061340332
0,111921521.55528219,50,9,1,153.54999999999558,-25.150000000000073,153.5500030517578,-25.149999618530273,4,48.45497512817383
0,111921521.55528219,100,14,1,153.64999999999554,-25.150000000000073,153.64999389648437,-25.149999618530273,4,95
0,112013062.89748782,15.007694787128038,3,1,152.6499999999956,-25.05000000000007,152.64999389648437,-25.049999237060547,4,12.5
0,112013062.89748782,15.007694787128038,3,1,152.8499999999956,-25.05000000000007,152.85000610351562,-25.049999237060547,4,12.5
0,112013062.89748782,15.007694787128038,3,1,153.04999999999558,-25.05000000000007,153.0500030517578,-25.049999237060547,4,12.5
0,112013062.89748782,15.007694787128038,3,1,153.3499999999956,-25.05000000000007,153.35000610351562,-25.049999237060547,4,12.5
0,112013062.89748782,37.586492157413076,7,1,153.44999999999555,-25.05000000000007,153.4499969482422,-25.049999237060547,4,34.2180061340332
0,112013062.89748782,51,9,1,153.54999999999558,-25.05000000000007,153.5500030517578,-25.049999237060547,4,48.45497512817383
0,112013062.89748782,177,22,1,153.64999999999554,-25.05000000000007,153.64999389648437,-25.049999237060547,4,175
0,112104263.02847205,15.007694787128038,3,1,152.6499999999956,-24.95000000000007,152.64999389648437,-24.950000762939453,3,12.5
0,112104263.02847205,20.007694787128038,4,1,152.74999999999562,-24.95000000000007,152.75,-24.950000762939453,3,17.515390396118164
0,112104263.02847205,20.091205283766385,4,1,152.8499999999956,-24.95000000000007,152.85000610351562,-24.950000762939453,3,17.515390396118164
0,112104263.02847205,20.007694787128038,4,1,152.9499999999956,-24.95000000000007,152.9499969482422,-24.950000762939453,3,17.515390396118164
0,112104263.02847205,36.19369356097924,7,1,153.44999999999555,-24.95000000000007,153.4499969482422,-24.950000762939453,3,34.2180061340332
0,112104263.02847205,79,12,1,153.54999999999558,-24.95000000000007,153.5500030517578,-24.950000762939453,3,75.167022705078125
0,112195121.67043619,20.007694787128038,4,1,152.6499999999956,-24.85000000000007,152.64999389648437,-24.850000381469727,3,17.515390396118164
0,112195121.67043619,25.091205283766385,5,1,152.74999999999562,-24.85000000000007,152.75,-24.850000381469727,3,22.667020797729492
0,112195121.67043619,25.091205283766385,5,1,152.8499999999956,-24.85000000000007,152.85000610351562,-24.850000381469727,3,22.667020797729492
0,112195121.67043619,20.091205283766385,4,1,152.9499999999956,-24.85000000000007,152.9499969482422,-24.850000381469727,3,17.515390396118164
0,112195121.67043619,15.007694787128038,3,1,153.04999999999558,-24.85000000000007,153.0500030517578,-24.850000381469727,3,12.5
0,112195121.67043619,43,8,1,153.44999999999555,-24.85000000000007,153.4499969482422,-24.850000381469727,3,40.95497512817383
0,112195121.67043619,159,20,1,153.54999999999558,-24.85000000000007,153.5500030517578,-24.850000381469727,3,155
0,112285638.54660642,15.007694787128038,3,1,152.4499999999956,-24.750000000000068,152.4499969482422,-24.75,3,12.5
0,112285638.54660642,15.007694787128038,3,1,152.54999999999563,-24.750000000000068,152.5500030517578,-24.75,3,12.5
0,112285638.54660642,20.091205283766385,4,1,152.6499999999956,-24.750000000000068,152.64999389648437,-24.75,3,17.515390396118164
0,112285638.54660642,25.418200177417372,5,1,152.74999999999562,-24.750000000000068,152.75,-24.75,3,22.667020797729492
